Date,Time,Match,Stars,Odds,HTHG,HTAG,FTHG,FTAG
07/09/2020,17:00,Monastir - Esperance Tunis,,2.61,0,0,0,1
07/09/2020,19:30,Grindavik - Vestmannaeyjar,,3.34,0,0,1,1
07/09/2020,22:00,Villa Espanola - Rampla Juniors,,2.92,0,1,1,2
08/09/2020,17:15,Albion - Juventud,,2.14,0,1,2,1
08/09/2020,20:00,Taubate - Sao Bento,,2.86,0,0,0,0
08/09/2020,22:00,Tacuarembo - Racing Montevideo,,2.58,0,0,0,0
09/09/2020,00:15,Juventude - Confianca,,2.94,0,1,3,1
09/09/2020,12:00,Montedio Yamagata - Avispa Fukuoka,,3.11,0,0,0,1
09/09/2020,13:30,Tomsk - Tekstilshtik,,3.05,0,0,0,2
09/09/2020,15:00,Plaza Colonia - Cerro Largo,,2.78,1,1,1,3
09/09/2020,18:00,FAR Rabat - Wydad,,2.87,0,1,1,1
09/09/2020,22:30,Athletico-PR - Botafogo RJ,,3.55,0,0,1,1
10/09/2020,00:15,Parana - America MG,,2.99,0,0,0,1
10/09/2020,17:00,Sfaxien - Club Africain,,2.72,1,0,1,0
10/09/2020,19:00,Goteborg - Hammarby,,3.49,0,1,0,4
10/09/2020,22:15,CA Cerro - Boston River,,3.14,0,0,2,1
11/09/2020,00:15,Corinthians - Palmeiras,,3.03,0,1,0,2
11/09/2020,15:30,Masr - Al Itthad,,2.7,1,2,2,2
11/09/2020,18:00,El Gaish - El Gouna,,2.65,1,0,4,1
11/09/2020,20:00,Red Star - Villefranche,,2.91,0,0,0,2
11/09/2020,23:00,Sp. Luqueno - 12 de Octubre,,3.15,0,1,2,1
12/09/2020,11:30,Jeonnam - Gyeongnam,,2.99,1,1,2,2
12/09/2020,13:30,Qviding - Landskrona,,4.3,1,0,1,0
12/09/2020,15:30,Ural - Khimki,,3.16,2,0,3,1
12/09/2020,18:00,Enppi - Wadi Degla,,2.65,1,1,2,1
12/09/2020,20:00,Progreso - Cerro Largo,,3.05,1,1,1,2
12/09/2020,22:00,Botafogo PB - Vila Nova FC,,3.03,0,0,0,0
13/09/2020,01:00,Dep. Cali - Millonarios,,2.96,1,0,1,1
13/09/2020,11:00,Tochigi - Yamaga,,2.88,1,1,1,1
13/09/2020,13:30,Gloria Buzau - U. Cluj,,2.82,0,1,2,1
13/09/2020,15:00,West Brom - Leicester,,3.39,0,0,0,3
13/09/2020,15:00,Sao Bernardo - Juventus-SP,,3.1,0,0,0,0
13/09/2020,17:00,Dila Gori - Telavi,,3.25,0,0,0,0
13/09/2020,21:00,Tenerife - Malaga,,3.08,1,0,2,0
14/09/2020,02:30,Dep. Pasto - Deportes Tolima,,2.65,1,2,1,3
14/09/2020,15:30,Haras El Hodood - El Masry,,2.59,1,0,1,2
14/09/2020,17:30,Lahti - KuPS,,4.01,1,0,1,2
14/09/2020,20:15,Ayacucho - Dep. Municipal,,3.16,1,1,1,2
15/09/2020,01:00,Juventude - Vitoria,,3.19,1,0,1,1
15/09/2020,13:00,Gwangju FC - Sangju Sangmu,,3.33,0,0,0,1
15/09/2020,16:00,La Serena - U. De Concepcion,,3.2,0,0,0,1
15/09/2020,21:45,Racing Montevideo - Albion,,2.64,0,0,1,1
16/09/2020,00:15,Confianca - Avai,,2.86,0,1,2,2
16/09/2020,11:00,Busan - Gangwon,,3.53,0,0,1,2
16/09/2020,16:00,US Tataouine - Chebba,,2.82,0,0,0,0
16/09/2020,18:00,El Gouna - Smouha,,2.65,0,1,1,2
16/09/2020,20:15,IR Tanger - FAR Rabat,,2.62,0,1,1,1
17/09/2020,02:30,Corinthians - Bahia,,3.2,2,1,3,1
17/09/2020,18:00,El Masry - El Gaish,,2.71,0,0,0,0
17/09/2020,21:00,San Felipe - Nublense,,2.79,0,0,0,0
18/09/2020,00:00,Botafogo RJ - Vasco,,3.09,0,0,1,0
18/09/2020,15:00,Albion - Cerrito,,2.15,0,0,1,3
18/09/2020,18:00,Haras El Hodood - Enppi,,2.59,2,1,3,2
18/09/2020,20:00,Bastia-Borgo - Le Mans,,2.88,0,1,1,1
19/09/2020,00:15,Confianca - Guarani,,2.78,0,0,1,0
19/09/2020,10:00,Mioveni - Metaloglobus Bucharest,,2.89,0,1,0,1
19/09/2020,11:30,Anyang - Jeonnam,,2.97,1,1,1,2
19/09/2020,14:00,Chertanovo M. - F. Voronezh,,2.91,0,1,0,3
19/09/2020,16:00,Mirandes - R. Oviedo,,2.85,0,0,1,1
19/09/2020,18:00,Dep. Municipal - Carlos Mannucci,,3.07,0,0,0,1
19/09/2020,21:00,Patriotas - Envigado,,2.94,0,1,0,1
19/09/2020,22:30,Cerro Largo - Fenix,,3.28,0,0,0,0
20/09/2020,03:10,Millonarios - Once Caldas,,3.02,1,2,1,3
20/09/2020,10:00,Machida - Omiya Ardija,,3,0,0,0,0
20/09/2020,14:30,Akropolis - Halmstad,,3.88,1,1,1,1
20/09/2020,16:00,Huesca - Cadiz CF,,3.06,0,1,0,2
20/09/2020,18:30,CD Santa Cruz - Deportes Temuco,,2.91,0,1,0,2
20/09/2020,20:00,Arab Contractors - Al Ittihad,,2.65,0,0,1,1
20/09/2020,22:30,CA Cerro - Rentistas,,3.36,1,0,1,0
21/09/2020,17:30,El Gaish - Wadi Degla,,2.57,1,0,1,0
21/09/2020,19:00,Elfsborg - Hacken,,3.55,1,0,1,1
21/09/2020,22:30,Alianza Lima - Cesar Vallejo,,4.14,0,0,1,1
22/09/2020,17:15,Juventud - Atenas,,2.75,1,0,1,0
22/09/2020,19:00,Norrby - Sundsvall,,3.42,0,1,0,1
22/09/2020,22:00,Grau - Dep. Municipal,,2.83,0,2,3,2
23/09/2020,02:30,America MG - Ponte Preta,,2.97,2,0,3,1
23/09/2020,12:00,Okayama - Montedio Yamagata,,2.97,0,0,2,1
23/09/2020,16:00,Chebba - Esperance Tunis,,3.02,0,2,0,2
23/09/2020,18:00,Alianza Huanuco - Cusco,,3.34,0,0,1,0
23/09/2020,21:00,S. Morning - Valdivia,,2.87,1,1,1,1
24/09/2020,15:00,Wadi Degla - Smouha,,2.74,0,0,0,0
24/09/2020,18:30,Hapoel Iksal Imad - H. Akko,,2.92,1,0,3,2
24/09/2020,20:15,Wydad - Raja Casablanca,,2.41,0,0,0,0
25/09/2020,15:00,Haras El Hodood - El Gaish,,2.69,0,0,0,0
25/09/2020,17:00,Cesar Vallejo - AD Cantolao,,3.69,1,0,1,1
25/09/2020,20:00,Le Mans - Bourg en Bresse,,3.21,1,0,1,0
26/09/2020,03:05,Once Caldas - Atl. Nacional,,3.01,1,0,2,0
26/09/2020,13:00,Alaves - Getafe,,2.8,0,0,0,0
26/09/2020,15:00,Dalkurd - Akropolis,,3.28,1,0,1,1
26/09/2020,18:15,Logrones - Castellon,,2.94,0,0,1,1
26/09/2020,21:00,Sao Bento - Boa,,2.99,1,0,1,1
26/09/2020,23:30,Brasil de Pelotas - Parana,,2.66,0,0,1,1
27/09/2020,07:00,Montedio Yamagata - Iwata,,3.36,1,0,1,0
27/09/2020,11:00,Tochigi - Machida,,2.81,1,0,2,0
27/09/2020,14:30,Helsingborg - Ostersunds,,3.44,0,0,0,1
27/09/2020,16:00,D. Puerto Montt - Cobreloa,,2.89,0,0,1,0
27/09/2020,17:30,Elfsborg - Goteborg,,3.67,0,0,0,0
27/09/2020,23:15,Atletico GO - Botafogo RJ,,3.39,0,1,1,1
28/09/2020,15:00,Smouha - Haras El Hodood,,2.77,0,0,2,0
28/09/2020,17:00,FC Hermannstadt - FC Botosani,,3.35,1,1,2,1
28/09/2020,18:45,Boulogne - Villefranche,,2.93,0,0,0,0
28/09/2020,22:30,Orsomarso - Real San Andres,,2.92,2,1,2,1
29/09/2020,01:00,CRB - America MG,,3.11,0,0,0,0
29/09/2020,15:30,Enppi - Misr Lel Makkasa,,2.71,0,0,1,0
29/09/2020,18:00,Concarneau - Cholet,,2.8,0,1,0,1
29/09/2020,20:30,U. San Martin - Cesar Vallejo,,3.22,0,1,0,1
29/09/2020,22:15,Juventude - Operario,,3.12,0,0,1,0
30/09/2020,10:00,Yamaga - Kanazawa,,3.22,0,0,0,1
30/09/2020,19:30,Confianca - Brasil de Pelotas,,2.54,0,1,1,1
30/09/2020,23:00,Tigres - Cartagena,,3.07,1,0,1,1
01/10/2020,10:00,Hai Phong - Song Lam Nghe An,,3.04,1,1,3,1
01/10/2020,19:00,S. Morning - San Felipe,,2.83,0,1,0,4
01/10/2020,20:30,Alianza Huanuco - Cajamarca,,2.99,0,0,0,0
02/10/2020,00:45,U. Magdalena - Leones,,2.99,0,2,1,3
02/10/2020,18:00,Carlos Stein - U. San Martin,,3.06,1,0,1,2
02/10/2020,20:00,Villefranche - Le Mans,,2.73,0,0,0,1
02/10/2020,21:30,Figueirense - Oeste,,2.85,2,1,4,1
03/10/2020,01:05,Cucuta - Santa Fe,,2.97,2,1,2,3
03/10/2020,16:00,Mirandes - Ponferradina,,2.85,0,0,0,1
03/10/2020,18:30,Elche - Huesca,,3.26,0,0,0,0
03/10/2020,20:00,Rapide Oued Zem - Difaa El Jadidi,,3.38,0,0,1,0
03/10/2020,21:30,Brasil de Pelotas - Chapecoense-SC,,2.63,0,0,0,1
04/10/2020,07:00,Kanazawa - Kofu,,3.56,1,0,2,1
04/10/2020,11:00,Tochigi - V-Varen Nagasaki,,3,0,1,0,1
04/10/2020,16:00,Valdivia - Copiapo,,2.65,2,0,4,2
04/10/2020,20:30,Cartagena - Lugo,,2.82,1,0,2,1
04/10/2020,23:00,Patriotas - Junior,,2.76,0,0,0,0
05/10/2020,16:00,Deportes Temuco - San Luis,,3.1,0,1,0,1
05/10/2020,17:30,El Gouna - El Masry,,2.85,0,0,0,2
05/10/2020,19:00,Trelleborgs - Norrby,,3.08,1,2,2,2
06/10/2020,01:00,Jacuipense - Vila Nova FC,,2.17,0,2,0,3
06/10/2020,18:30,Mioveni - Turnu Magurele,,3.04,0,0,0,0
06/10/2020,20:00,Difaa El Jadidi - FUS Rabat,,2.59,0,2,1,2
06/10/2020,22:00,Confianca - CRB,,2.79,0,0,1,0
07/10/2020,01:15,Wanderers - Fenix,,3.08,0,0,1,2
07/10/2020,09:00,Xinjiang Tianshan - Sichuan Jiuniu,,2.5,0,1,1,2
07/10/2020,18:30,Pistoiese - Pergolettese,,2.62,1,1,1,1
07/10/2020,23:00,Dep. Cali - La Equidad,,3.58,0,0,1,0
08/10/2020,18:00,Quindio - Leones,,2.89,0,0,1,0
08/10/2020,20:45,Gubbio - Arezzo,,2.84,0,0,1,1
08/10/2020,22:00,Orsomarso - Fortaleza,,2.78,1,0,3,2
09/10/2020,02:00,Bragantino - Internacional,,3.06,0,2,0,2
09/10/2020,17:00,Neftekhimik - F. Voronezh,,2.65,2,1,3,1
09/10/2020,20:00,Bourg en Bresse - Villefranche,,2.52,0,0,1,0
09/10/2020,21:30,Operario - Confianca,,2.92,1,1,1,1
10/10/2020,01:00,Carlos Mannucci - FBC Melgar,,2.95,1,1,1,1
10/10/2020,13:00,Trelleborgs - Akropolis,,3.3,0,0,1,1
10/10/2020,16:00,Logrones - Almeria,,2.86,0,0,1,0
10/10/2020,17:30,Progreso - River Plate,,3.36,0,1,1,2
10/10/2020,21:00,La Equidad - Once Caldas,,2.75,1,0,2,0
11/10/2020,00:00,Palmeiras - Sao Paulo,,3.04,0,0,0,2
11/10/2020,16:00,Malaga - Las Palmas,,2.68,0,0,0,0
11/10/2020,17:30,Arezzo - Virtus Verona,,2.74,0,1,0,3
11/10/2020,20:30,Defensor Sp. - Cerro Largo,,3.19,1,0,2,0
11/10/2020,23:15,Atletico GO - Bragantino,,3.1,1,1,2,1
12/10/2020,03:10,Millonarios - Aguilas,,3.87,0,0,0,0
12/10/2020,15:00,Al Ittihad - El Masry,,2.81,1,1,1,2
12/10/2020,18:00,Carlos Stein - Llacuabamba,,3.11,1,2,3,3
12/10/2020,20:00,S. Morning - Rangers,,3.37,1,0,1,1
12/10/2020,23:00,Huila - Quindio,,3.16,1,0,2,1
13/10/2020,02:15,Villa Teresa - Racing Montevideo,,3.03,0,2,0,2
13/10/2020,17:30,Cusco - Dep. Municipal,,2.95,1,0,1,1
13/10/2020,20:45,Concarneau - Le Mans,,2.62,1,0,3,1
14/10/2020,02:30,Guarani - Cuiaba Esporte,,3.02,1,0,1,0
14/10/2020,12:00,"Tochigi - Montedio Yamagata
",,3,0,1,0,1
14/10/2020,18:00,"Patriotas - Dep. Pasto
",,2.82,0,0,1,1
14/10/2020,20:15,"Sport Boys - Cienciano
",,2.96,1,0,2,1
14/10/2020,22:30,"Cesar Vallejo - Ayacucho
",,2.89,2,0,2,1
15/10/2020,00:15,"CRB - Chapecoense-SC
",,2.56,0,0,0,1
15/10/2020,18:00,Santa Fe - La Equidad,,2.95,0,0,1,0
15/10/2020,21:00,"Sporting Cristal - U. de Deportes
",,3.01,1,0,1,0
16/10/2020,01:00,"Ituano - Volta Redonda
",,2.23,1,0,2,0
16/10/2020,19:00,"Umea FC - Trelleborgs
",,3.27,0,0,0,1
16/10/2020,22:00,U. San Martin - AD Cantolao,,2.99,1,1,2,1
17/10/2020,03:00,Quindio - Cortulua,,3.09,0,0,1,2
17/10/2020,11:00,"Tomsk - Baltika
",,3.15,0,1,0,1
17/10/2020,14:00,"Pordenone - Spal
",,2.97,2,1,3,3
17/10/2020,19:00,"Niort - Caen
",,2.92,1,0,3,0
17/10/2020,20:30,"Logrones - Leganes
",,2.66,0,1,0,1
18/10/2020,01:05,"Cucuta - Envigado
",,2.78,0,0,1,0
18/10/2020,07:00,"Okayama - Omiya Ardija
",,3.04,0,1,3,2
18/10/2020,12:00,"Eibar - Osasuna
",,2.84,0,0,0,0
18/10/2020,15:00,"Pistoiese - Piacenza
",,2.41,1,0,2,1
18/10/2020,17:15,"AEL Larissa - Asteras Tripolis
",,2.85,0,1,1,3
18/10/2020,21:00,"Pereira - Junior
",,2.81,0,2,0,2
19/10/2020,01:30,"Fortaleza - Palmeiras
",,3,2,0,2,0
19/10/2020,19:00,"Djurgarden - Malmo FF
",,3.52,0,1,3,2
19/10/2020,22:30,"Grau - Cajamarca
",,3.09,0,0,0,0
20/10/2020,01:00,"Manaus - Botafogo PB
",,2.51,3,1,3,2
20/10/2020,03:00,"Dep. Cali - Santa Fe
",,2.96,1,0,3,2
20/10/2020,21:30,Estoril - Feirense,,2.81,2,1,3,3
21/10/2020,00:15,"Oeste - Nautico
",,2.89,0,0,0,1
21/10/2020,02:30,"Operario - Cruzeiro
",,3.06,0,0,0,1
21/10/2020,19:00,"Las Palmas - Castellon
",,2.82,0,0,2,1
21/10/2020,21:30,Figueirense - CRB,,2.66,1,0,2,0
22/10/2020,02:30,"Vasco - Corinthians
",,2.85,0,1,1,2
22/10/2020,21:30,"Malaga - Gijon
",,2.65,1,0,1,0
23/10/2020,01:00,"Aguilas - Leones
",,3.13,1,0,2,0
23/10/2020,03:00,"Patriotas - Santa Fe
",,2.97,0,2,1,3
23/10/2020,17:00,"Gaz Metan Medias - FC Botosani
",,3.01,0,1,1,2
23/10/2020,18:30,"Nurnberg - Karlsruher
",,3.31,1,0,1,1
23/10/2020,21:30,"River Plate - Danubio
",,2.85,3,0,4,0
24/10/2020,00:15,"Brasil de Pelotas - CSA
",,2.73,1,1,1,1
24/10/2020,12:00,"Heilongjiang Lava - Nantong Zhiyun
",,2.8,1,0,1,1
24/10/2020,14:00,"Pordenone - Reggina
",,3.07,0,1,2,2
24/10/2020,16:00,"Barrow - Walsall
",,3.37,1,1,2,2
24/10/2020,18:15,"Cartagena - Las Palmas
",,2.8,2,0,3,0
24/10/2020,20:30,"Almeria - Fuenlabrada
",,2.66,1,0,3,0
25/10/2020,14:00,"Valladolid - Alaves
",,3.06,0,0,0,2
25/10/2020,15:30,Wolfsburg - Arminia Bielefeld,,4.1,2,0,2,1
25/10/2020,17:30,"Envigado - Petrolera
",,2.6,1,3,3,3
25/10/2020,21:00,"Tombense - Volta Redonda
",,3.2,1,0,1,0
26/10/2020,02:10,"Ind. Medellin - Dep. Cali
",,3.18,1,3,2,3
26/10/2020,18:00,"Alcorcon - Mallorca
",,2.67,0,2,0,2
26/10/2020,21:00,"Levante - Celta Vigo
",,3.34,0,0,1,1
27/10/2020,00:00,"Aguilas - Pereira
",,2.84,1,0,1,0
27/10/2020,15:00,"Entella - Pisa
",,2.95,1,0,3,1
27/10/2020,20:00,"Barnsley - QPR
",,3.36,2,0,3,0
28/10/2020,07:30,"Jiangxi Liansheng - Heilongjiang Lava
",,3.16,1,1,1,1
28/10/2020,15:00,"Valdivia - Rangers
",,2.93,0,0,0,1
28/10/2020,18:00,"Bastia-Borgo - Boulogne
",,2.68,0,0,2,1
28/10/2020,21:30,"R. Oviedo - Logrones
",,2.97,1,0,2,3
29/10/2020,01:30,"Millonarios (Col) - Dep. Cali (Col)
",,2.77,0,0,1,2
29/10/2020,16:30,"Alcorcon - Gijon
",,2.64,0,0,1,2
29/10/2020,19:00,"Mirandes - Zaragoza
",,2.74,0,0,1,0
29/10/2020,21:00,"Real San Andres - Chico
",,3,1,1,2,1
30/10/2020,18:30,"FC Juniors - Grazer
",,3.61,0,0,2,0
30/10/2020,21:00,"Eibar - Cadiz CF
",,2.77,0,2,0,2
30/10/2020,22:45,"Tacuarembo - Juventud
",,2.33,1,0,1,2
31/10/2020,11:00,"Suzhou Dongwu - Jiangxi Liansheng
",,2.96,0,1,2,1
31/10/2020,20:30,"Paganese - Teramo
",,3.09,0,1,1,2
31/10/2020,19:00,"Rio Ave - Moreirense
",,3.78,1,0,2,0
31/10/2020,21:30,"Jaguares de Cordoba - Envigado
",,2.84,0,0,0,0
01/11/2020,00:00,"Millonarios - Atl. Nacional
",,3.18,3,0,3,0
01/11/2020,12:00,"Valencia B - Hercules
",,2.79,0,0,0,0
01/11/2020,15:00,"Reggina - Spal
",,3.28,0,1,0,1
01/11/2020,17:30,"La Nucia - Villarreal B
",,2.88,1,0,1,2
01/11/2020,21:00,"Valencia - Getafe
",,3.01,1,0,2,2
02/11/2020,02:10,"Ind. Medellin - Once Caldas
",,3.1,0,1,1,1
02/11/2020,18:15,"H. Akko - Hapoel Afula
",,2.62,1,0,2,0
02/11/2020,23:30,"Central Esp. - Atenas
",,2.9,0,1,2,1
03/11/2020,02:15,"Pereira - America De Cali
",,3.06,0,1,0,1
03/11/2020,18:30,"Chippa Utd. - Maritzburg Utd
",,2.9,1,1,3,1
03/11/2020,20:00,"Bolton - Mansfield
",,3.42,0,0,1,1
03/11/2020,23:15,"Brasil de Pelotas - Sampaio Correa
",,2.96,0,0,0,0
04/11/2020,01:30,"Deportes Tolima (Col) - Union La Calera (Chi)
",,3.49,1,1,1,1
04/11/2020,11:00,"Yamaga - Tochigi
",,2.92,0,0,0,0
04/11/2020,19:00,"Zaragoza - Girona
",,3.02,0,1,2,2
04/11/2020,20:45,"Derby - QPR
",,3.38,0,0,0,1
04/11/2020,23:00,"Ceara - Santos
",,3.24,0,0,1,0
05/11/2020,01:30,"Penarol (Uru) - Velez Sarsfield (Arg)
",,3.24,0,0,1,1
05/11/2020,11:00,"Heilongjiang Lava - Suzhou Dongwu
",,3.02,0,0,0,0
05/11/2020,20:15,"Gualaceo - Nueve de Octubre
",,2.76,3,0,3,2
06/11/2020,01:30,Atl. Tucuman (Arg) - Independiente (Arg),,3.06,1,1,1,1
06/11/2020,14:00,"MS Kafr Qasim - H. Akko
",,3.14,0,1,1,1
06/11/2020,18:00,"Concarneau - Villefranche
",,2.8,1,0,1,0
06/11/2020,20:00,"Stade Briochin - Red Star
",,2.97,1,0,1,0
06/11/2020,21:30,"Belenenses - Rio Ave
",,3.17,0,0,0,0
07/11/2020,00:00,"Envigado - La Equidad
",,2.89,0,1,1,1
07/11/2020,14:00,"Cosenza - Brescia
",,3.13,0,1,1,2
07/11/2020,16:00,"Derby - Barnsley
",,3.32,0,1,0,2
07/11/2020,19:00,"Andorra - Barcelona B
",,2.82,1,0,1,0
07/11/2020,20:30,"Figueirense - Operario
",,2.67,0,0,0,1
08/11/2020,00:00,"Plaza Amador - Arabe Unido
",,2.66,0,1,0,2
08/11/2020,07:30,"Nei Mongol - Heilongjiang Lava
",,2.84,1,1,1,1
08/11/2020,12:00,"Hercules - Pena Deportiva
",,3.09,0,0,1,0
08/11/2020,13:30,"Regensburg - VfL Osnabruck
",,3.33,1,2,2,4
08/11/2020,16:00,"Nacional - Gil Vicente
",,3.14,0,1,2,1
08/11/2020,17:30,"Helsingborg - Goteborg
",,3.19,0,1,0,1
08/11/2020,21:00,"Entella - Lecce
",,3.44,0,1,1,5
09/11/2020,02:10,"Atl. Nacional - Dep. Pasto
",,3.32,0,0,1,0
09/11/2020,19:30,"Hapoel Tel Aviv - Hapoel Hadera
",,2.88,0,0,1,0
09/11/2020,01:30,"Central Cordoba - Defensa y Justicia
",,3.17,2,2,2,2
10/11/2020,19:00,"Progreso - Rentistas
",,3.2,0,0,0,0
10/11/2020,23:00,"CSA - Chapecoense-SC
",,2.77,0,0,0,1
11/11/2020,02:10,"Santa Fe - Deportes Tolima
",,2.64,0,0,1,0
11/11/2020,12:30,"Olbia - Pergolettese
",,2.71,0,3,1,4
11/11/2020,15:00,"Legnago Salus - Matelica
",,2.67,1,0,1,2
11/11/2020,17:00,"Llagostera - L Hospitalet
",,2.9,1,0,1,1
11/11/2020,20:45,"Virtus Verona - FeralpiSalo
",,2.37,2,0,3,0
12/11/2020,00:05,"Chico - Aguilas
",,2.87,0,1,1,2
12/11/2020,14:00,"Plaza Colonia - CA Cerro
",,2.92,1,0,3,0
12/11/2020,17:00,"Carlos Mannucci - FBC Melgar
",,3.12,0,0,0,0
12/11/2020,21:00,"Magallanes - San Felipe
",,2.79,1,1,1,1
13/11/2020,14:00,"MS Kafr Qasim - Hapoel Kfar Shalem
",,3.38,0,1,1,1
13/11/2020,17:30,"Everton - O'Higgins
",,3.68,0,0,0,1
14/11/2020,01:15,"Atl. Tucuman - Union de Santa Fe
",,2.99,0,0,3,1
14/11/2020,12:00,"Ebro - SD Logrones
",,2.83,0,0,0,0
14/11/2020,15:00,"Entella - Venezia
",,3.22,0,0,0,2
14/11/2020,17:00,"Bourg en Bresse - Creteil
",,2.94,0,0,0,0
14/11/2020,19:30,"Patriotas - Jaguares de Cordoba
",,3.24,0,0,2,0
15/11/2020,00:00,"Envigado - Ind. Medellin
",,3.05,2,0,2,1
15/11/2020,12:00,"Badalona - Llagostera
",,2.83,0,0,0,0
15/11/2020,15:00,"Gubbio - Virtus Verona
",,2.8,1,1,1,1
15/11/2020,17:00,"Alcoyano - Hercules
",,2.77,0,0,0,0
15/11/2020,18:30,"Castellon - Cartagena
",,3.03,0,0,2,1
15/11/2020,22:00,"Las Palmas - Tenerife
",,2.8,0,0,1,0
16/11/2020,00:00,"Pereira - Dep. Pasto
",,2.88,1,1,1,1
16/11/2020,16:45,"Villa Teresa - Atenas
",,2.89,0,0,1,1
16/11/2020,18:15,"Hapoel Kfar Shalem - H. Akko
",,3.05,0,1,0,1
16/11/2020,20:00,"Boa - EC Sao Jose
",,2.27,0,0,1,0
16/11/2020,21:30,Sport Huancayo - Llacuabamba,,3.6,2,0,4,3
17/11/2020,00:00,"Botafogo RJ - Bragantino
",,3.14,1,1,1,2
17/11/2020,08:30,"Xinjiang Tianshan - Heilongjiang Lava
",,2.51,2,0,3,2
17/11/2020,14:10,"Sanat Naft - Paykan
",,2.36,0,1,2,1
17/11/2020,19:00,"Juventud - Villa Espanola
",,2.9,0,0,0,0
18/11/2020,14:00,"Granada CF B - Sevilla FC B
",,2.93,2,2,2,2
18/11/2020,17:30,"Llagostera - UCAM Murcia
",,3.01,2,0,2,1
18/11/2020,21:30,"Envigado - Junior
",,2.96,2,1,3,3
19/11/2020,00:00,"Plaza Amador - Tauro
",,2.3,0,0,0,1
19/11/2020,13:40,"Nassaji Mazandaran - Tractor
",,2.9,0,0,1,1
19/11/2020,21:00,"Pereira - Ind. Medellin
",,3.06,0,0,0,2
20/11/2020,14:00,"Nes Tziona - Hapoel Umm al-Fahm
",,3.01,0,0,2,0
20/11/2020,16:45,"Atenas - Juventud
",,2.61,1,1,2,3
20/11/2020,19:00,"Annecy - Villefranche
",,2.91,1,0,1,0
20/11/2020,21:00,"Osasuna - Huesca
",,3.12,0,1,1,1
21/11/2020,12:00,"Ebro - Tudelano
",,2.74,1,1,2,1
21/11/2020,14:00,"Pordenone - Monza
",,3.18,1,0,1,1
21/11/2020,16:00,"Millwall - Cardiff
",,3,1,0,1,1
21/11/2020,19:00,"Amiens - Clermont
",,3.07,1,0,1,1
21/11/2020,21:00,"Atl. Madrid - Barcelona
",,3.42,1,0,1,0
21/11/2020,23:20,"Huracan - Velez Sarsfield
",,3.29,1,2,1,2
22/11/2020,12:00,"Algeciras - Tamaraceite
",,2.88,1,1,2,1
22/11/2020,14:00,"Eibar - Getafe
",,2.92,0,0,0,0
22/11/2020,16:30,"Alcoyano - Levante B
",,2.96,1,0,1,0
22/11/2020,22:15,Botafogo RJ - Fortaleza,,3.15,0,0,1,2
23/11/2020,00:00,Jacuipense - Treze PB,,2.6,1,1,3,2
23/11/2020,02:10,"Dep. Pasto - Santa Fe
",,2.83,1,0,1,0
23/11/2020,18:00,"MS Kafr Qasim - Nof Hagalil
",,2.76,0,1,0,1
23/11/2020,19:30,"Hapoel Jerusalem - H. Ironi Rishon
",,2.89,0,1,1,1
23/11/2020,21:30,"Figueirense - Sampaio Correa
",,3.02,1,0,1,2
24/11/2020,00:00,"Botafogo PB - Remo
",,2.92,0,0,0,0
24/11/2020,14:30,"Spal - Monza
",,3.28,0,0,2,0
24/11/2020,18:30,"Swallows - Kaizer Chiefs
",,2.88,0,0,1,0
24/11/2020,20:45,"Orleans - Boulogne
",,2.91,0,0,1,0
24/11/2020,23:15,"Confianca - Cuiaba Esporte
",,3.03,0,0,2,0
25/11/2020,13:50,"Saipa - Nassaji Mazandaran
",,2.39,0,0,1,0
25/11/2020,16:30,"Olot - Barcelona B
",,2.75,1,1,2,1
25/11/2020,18:15,"Sion - Servette
",,3.56,1,0,2,0
25/11/2020,20:45,"Coventry - Cardiff
",,3.39,0,0,1,0
25/11/2020,23:00,"Nautico - Vitoria
",,3.19,0,0,0,0
26/11/2020,19:00,"Leganes - Espanyol
",,2.89,1,0,2,0
26/11/2020,21:00,"Rentistas - Plaza Colonia
",,3.09,0,0,1,0
27/11/2020,02:00,"Bucaramanga - Petrolera
",,2.85,2,1,3,2
27/11/2020,14:00,"H. Ironi Rishon - M. Nazareth
",,2.73,2,0,2,0
27/11/2020,18:00,"Creteil - Villefranche
",,2.71,0,0,1,0
27/11/2020,21:00,"Valladolid - Levante
",,3.33,0,0,1,1
27/11/2020,23:15,"Operario - Parana
",,2.85,0,0,1,0
28/11/2020,14:00,"Elche - Cadiz CF
",,2.77,1,0,1,1
28/11/2020,16:00,"Birmingham - Millwall
",,2.88,0,0,0,0
28/11/2020,18:30,"Huesca - Sevilla
",,3.55,0,0,0,1
28/11/2020,20:00,"Boa - Sao Bento
",,2.94,0,0,0,1
28/11/2020,23:10,"CA Mitre - Belgrano
",,2.75,0,0,0,0
29/11/2020,09:00,"Ural - Sochi
",,3.09,0,0,1,0
29/11/2020,10:30,"Orihuela - Pena Deportiva
",,2.82,0,0,1,0
29/11/2020,12:00,"Tamaraceite - Cadiz CF B
",,2.87,0,0,1,0
29/11/2020,14:00,"Fano - Virtus Verona
",,2.59,1,0,1,2
29/11/2020,16:30,"La Nucia - Alcoyano
",,2.63,0,0,0,0
29/11/2020,20:00,"Cosenza - Salernitana
",,3.26,0,0,0,1
30/11/2020,13:00,"Machine Sazi - Gol Gohar
",,2.88,0,0,0,1
30/11/2020,15:00,"Vitoria Sernache - Leiria
",,3.42,0,0,0,1
